    -41.7032            0
    -41.5291            0
    -41.3549            0
    -41.1808            0
    -41.0067            0
    -40.8326            0
    -40.6584            0
    -40.4843            0
    -40.3102            0
     -40.136            0
    -39.9619            0
    -39.7878            0
    -39.6137            0
    -39.4395            0
    -39.2654            0
    -39.0913            0
    -38.9172            0
     -38.743            0
    -38.5689            0
    -38.3948            0
    -38.2207            0
    -38.0465            0
    -37.8724            0
    -37.6983            0
    -37.5242            0
      -37.35            0
    -37.1759            0
    -37.0018            0
    -36.8276            0
    -36.6535            0
    -36.4794            0
    -36.3053            0
    -36.1311            0
     -35.957            0
    -35.7829            0
    -35.6088            0
    -35.4346            0
    -35.2605            0
    -35.0864            0
    -34.9123            0
    -34.7381            0
     -34.564            0
    -34.3899            0
    -34.2158            0
    -34.0416            0
    -33.8675            0
    -33.6934            0
    -33.5193            0
    -33.3451            0
     -33.171            0
    -32.9969            0
    -32.8227            0
    -32.6486            0
    -32.4745            0
    -32.3004            0
    -32.1262            0
    -31.9521            0
     -31.778            0
    -31.6039            0
    -31.4297            0
    -31.2556            0
    -31.0815            0
    -30.9074            0
    -30.7332            0
    -30.5591            0
     -30.385            0
    -30.2109            0
    -30.0367            0
    -29.8626            0
    -29.6885            0
    -29.5144            0
    -29.3402            0
    -29.1661            0
     -28.992            0
    -28.8178            0
    -28.6437            0
    -28.4696            0
    -28.2955            0
    -28.1213            0
    -27.9472            0
    -27.7731            0
     -27.599            0
    -27.4248            0
    -27.2507            0
    -27.0766            0
    -26.9025            0
    -26.7283            0
    -26.5542            0
    -26.3801            0
     -26.206            0
    -26.0318            0
    -25.8577            0
    -25.6836            0
    -25.5094            0
    -25.3353            0
    -25.1612            0
    -24.9871            0
    -24.8129            0
    -24.6388            0
    -24.4647            0
    -24.2906            0
    -24.1164            0
    -23.9423            0
    -23.7682            0
    -23.5941            0
    -23.4199            0
    -23.2458            0
    -23.0717            0
    -22.8976            0
    -22.7234            0
    -22.5493            0
    -22.3752            0
    -22.2011            0
    -22.0269            0
    -21.8528            0
    -21.6787            0
    -21.5045            0
    -21.3304            0
    -21.1563            0
    -20.9822            0
     -20.808            0
    -20.6339            0
    -20.4598            0
    -20.2857            0
    -20.1115            0
    -19.9374            0
    -19.7633            0
    -19.5892            0
     -19.415            0
    -19.2409            0
    -19.0668            0
    -18.8927            0
    -18.7185            0
    -18.5444            0
    -18.3703            0
    -18.1961            0
     -18.022            0
    -17.8479            0
    -17.6738            0
    -17.4996       2.1532
    -17.3255      15.0839
    -17.1514       5.8965
    -16.9773            0
    -16.8031            0
     -16.629            0
    -16.4549       10.621
